INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
262001524,2907,,VAL - OPERATING AFTER REV/SUSP.,E13,304,0,2026-01-06 21:20:00+00,2026,1,Tuesday  ,21,,"BRAY ST & COLUMBUS AVE
ROXBURY, MA 02119
UNITED ST",42.31734257,-71.09834868,"(42.31734256765074, -71.09834868304365)"
262001531,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2,280,0,2026-01-06 21:26:00+00,2026,1,Tuesday  ,21,,HARRISON AVE,42.33086974,-71.08115729,"(42.330869744062284, -71.08115728765354)"
262001525,3801,,M/V ACCIDENT - OTHER,B3,444,0,2026-01-06 21:26:00+00,2026,1,Tuesday  ,21,,"AMERICAN LEGION HWY & BLUE HILL AVE
DORCHESTER, MA",42.29810654,-71.08705465,"(42.29810653559572, -71.0870546451658)"
262001546,3108,,FIRE REPORT,C6,227,0,2026-01-06 21:35:00+00,2026,1,Tuesday  ,21,,E FOURTH ST,42.33485404,-71.03023473,"(42.33485404204028, -71.0302347318735)"
262001528,2647,,THREATS TO DO BODILY HARM,B3,425,0,2026-01-06 21:45:00+00,2026,1,Tuesday  ,21,,BLUE HILL AVE,42.27219046,-71.09351114,"(42.27219046473844, -71.09351114456132)"
262001534,3501,,MISSING PERSON,C11,357,0,2026-01-06 21:50:00+00,2026,1,Tuesday  ,21,,BOYD ST,42.3002712,-71.06839008,"(42.30027120236857, -71.06839008378216)"
262001536,1831,,SICK ASSIST,B3,441,0,2026-01-06 21:54:00+00,2026,1,Tuesday  ,21,,NIGHTINGALE ST,42.29474268,-71.0850385,"(42.294742683856015, -71.08503850425016)"
262001530,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,351,0,2026-01-06 21:56:00+00,2026,1,Tuesday  ,21,,DICKENS ST,42.30117598,-71.05624526,"(42.3011759834937, -71.05624526488391)"
262001540,3115,,INVESTIGATE PERSON,D14,749,0,2026-01-06 22:23:00+00,2026,1,Tuesday  ,22,,COMMONWEALTH AVE,42.33906435,-71.15642866,"(42.33906435032, -71.15642866268156)"
262001541,2905,,VAL - VIOLATION OF AUTO LAW,A7,23,0,2026-01-06 22:37:00+00,2026,1,Tuesday  ,22,,PRINCETON ST,42.37765948,-71.03560233,"(42.377659484488944, -71.03560233203247)"
262001544,2647,,THREATS TO DO BODILY HARM,A7,12,0,2026-01-06 22:58:00+00,2026,1,Tuesday  ,22,,BRANDYWYNE DR,42.38593661,-71.01328412,"(42.38593660785621, -71.01328411959867)"
262001545,801,,ASSAULT - SIMPLE,B2,237,0,2026-01-06 23:06:00+00,2026,1,Tuesday  ,23,,COLUMBIA RD,42.32015271,-71.0622043,"(42.32015271442936, -71.06220430451569)"
262001542,3115,,INVESTIGATE PERSON,B2,263,0,2026-01-06 23:09:00+00,2026,1,Tuesday  ,23,,BLUE HILL AVE,42.32324349,-71.0764254,"(42.3232434902221, -71.07642539618057)"
262001559,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B3,444,0,2026-01-06 23:34:00+00,2026,1,Tuesday  ,23,,WALES ST,42.29752053,-71.08502356,"(42.297520534431705, -71.08502355605134)"
262001551,1831,,SICK ASSIST,D14,793,0,2026-01-06 23:42:00+00,2026,1,Tuesday  ,23,,SCOTTFIELD RD,42.34751221,-71.1368935,"(42.34751221120369, -71.13689349922943)"
262001552,540,,BURGLARY - COMMERICAL,B3,439,0,2026-01-06 23:49:00+00,2026,1,Tuesday  ,23,,CALLENDER ST,42.28848243,-71.08259067,"(42.288482428752864, -71.08259066527782)"
262001558,2905,,VAL - VIOLATION OF AUTO LAW,E13,572,0,2026-01-07 00:13:00+00,2026,1,Wednesday,0,,COLUMBUS AVE,42.31544753,-71.09817674,"(42.31544752693312, -71.09817674410827)"
262001556,801,,ASSAULT - SIMPLE,D4,272,0,2026-01-07 00:25:00+00,2026,1,Wednesday,0,,WASHINGTON ST,42.33483065,-71.07904188,"(42.334830648263875, -71.07904188230681)"
262001557,801,,ASSAULT - SIMPLE,D4,594,0,2026-01-07 00:34:00+00,2026,1,Wednesday,0,,GAINSBOROUGH ST,42.34116445,-71.08606205,"(42.34116444934478, -71.08606205405307)"
262001560,3115,,INVESTIGATE PERSON,D4,171,0,2026-01-07 00:37:00+00,2026,1,Wednesday,0,,HARRISON AVE,42.33537365,-71.07831614,"(42.33537364697165, -71.07831614421549)"
262001561,540,,BURGLARY - COMMERICAL,A1,111,0,2026-01-07 01:20:00+00,2026,1,Wednesday,1,,WEST ST,,,
262001562,1831,,SICK ASSIST,B2,297,0,2026-01-07 01:26:00+00,2026,1,Wednesday,1,,KENSINGTON PARK,42.3222421,-71.08277414,"(42.322242101740024, -71.08277414356559)"
262001565,3115,,INVESTIGATE PERSON,E18,553,0,2026-01-07 01:55:00+00,2026,1,Wednesday,1,,MAYNARD ST,42.2742542,-71.12537214,"(42.274254203291015, -71.12537214030924)"
262001564,2905,,VAL - VIOLATION OF AUTO LAW,B2,263,0,2026-01-07 01:56:00+00,2026,1,Wednesday,1,,BLUE HILL AVE,42.32386004,-71.07600252,"(42.323860042951516, -71.07600252240681)"
262001568,423,,ASSAULT - AGGRAVATED,D4,171,0,2026-01-07 01:59:00+00,2026,1,Wednesday,1,,HARRISON AVE,42.33555908,-71.07436417,"(42.33555908402437, -71.07436417032167)"
262001567,3108,,FIRE REPORT,D4,285,0,2026-01-07 02:14:00+00,2026,1,Wednesday,2,,TREMONT ST,42.33698158,-71.08458754,"(42.33698157816426, -71.08458754096536)"
262001571,3115,,INVESTIGATE PERSON,E13,508,0,2026-01-07 02:45:00+00,2026,1,Wednesday,2,,HYDE PARK AVE,42.29445718,-71.11709863,"(42.294457175781375, -71.11709863144239)"
